id,label,pixel,value,x,y
2,0,199,0,8,13
2,0,200,0,9,13
2,0,201,0,10,13
2,0,202,0,11,13
2,0,203,0,12,13
2,0,204,1,13,13
2,0,205,1,14,13
2,0,206,1,15,13
2,0,207,0,16,13
2,0,208,0,1,14
2,0,209,1,2,14
2,0,210,1,3,14
2,0,211,1,4,14
2,0,212,0,5,14
2,0,213,0,6,14
2,0,214,0,7,14
2,0,215,0,8,14
2,0,216,0,9,14
2,0,217,0,10,14
2,0,218,0,11,14
2,0,219,0,12,14
2,0,220,1,13,14
2,0,221,1,14,14
2,0,222,0,15,14
2,0,223,0,16,14
2,0,224,0,1,15
2,0,225,0,2,15
2,0,226,1,3,15
2,0,227,1,4,15
2,0,228,0,5,15
2,0,229,0,6,15
2,0,230,0,7,15
2,0,231,0,8,15
2,0,232,0,9,15
2,0,233,0,10,15
2,0,234,0,11,15
2,0,235,1,12,15
2,0,236,1,13,15
2,0,237,0,14,15
2,0,238,0,15,15
2,0,239,0,16,15
2,0,240,0,1,16
2,0,241,0,2,16
2,0,242,0,3,16
2,0,243,1,4,16
2,0,244,1,5,16
2,0,245,1,6,16
2,0,246,1,7,16
2,0,247,1,8,16
2,0,248,1,9,16
2,0,249,1,10,16
2,0,250,1,11,16
2,0,251,0,12,16
2,0,252,0,13,16
2,0,253,0,14,16
2,0,254,0,15,16
2,0,255,0,16,16
3,0,0,0,1,1
3,0,1,0,2,1
3,0,2,0,3,1
3,0,3,0,4,1
3,0,4,0,5,1
3,0,5,0,6,1
3,0,6,0,7,1
3,0,7,0,8,1
3,0,8,0,9,1
3,0,9,1,10,1
3,0,10,1,11,1
3,0,11,1,12,1
3,0,12,1,13,1
3,0,13,1,14,1
3,0,14,0,15,1
3,0,15,0,16,1
3,0,16,0,1,2
3,0,17,0,2,2
3,0,18,0,3,2
3,0,19,0,4,2
3,0,20,0,5,2
3,0,21,0,6,2
3,0,22,0,7,2
3,0,23,0,8,2
3,0,24,0,9,2
3,0,25,0,10,2
3,0,26,0,11,2
3,0,27,0,12,2
3,0,28,0,13,2
3,0,29,1,14,2
3,0,30,1,15,2
3,0,31,0,16,2
3,0,32,0,1,3
3,0,33,0,2,3
3,0,34,0,3,3
3,0,35,0,4,3
3,0,36,0,5,3
3,0,37,0,6,3
3,0,38,0,7,3
3,0,39,0,8,3
3,0,40,0,9,3
3,0,41,0,10,3
3,0,42,0,11,3
3,0,43,0,12,3
3,0,44,0,13,3
3,0,45,0,14,3
3,0,46,1,15,3
3,0,47,1,16,3
3,0,48,0,1,4
3,0,49,0,2,4
3,0,50,0,3,4
3,0,51,0,4,4
3,0,52,0,5,4
3,0,53,1,6,4
3,0,54,1,7,4
3,0,55,1,8,4
3,0,56,0,9,4
3,0,57,0,10,4
3,0,58,0,11,4
3,0,59,0,12,4
3,0,60,0,13,4
3,0,61,0,14,4
3,0,62,1,15,4
3,0,63,1,16,4
3,0,64,0,1,5
3,0,65,0,2,5
3,0,66,0,3,5
3,0,67,1,4,5
3,0,68,1,5,5
3,0,69,1,6,5
3,0,70,1,7,5
3,0,71,1,8,5
3,0,72,0,9,5
3,0,73,0,10,5
3,0,74,0,11,5
3,0,75,0,12,5
3,0,76,0,13,5
3,0,77,0,14,5
3,0,78,1,15,5
3,0,79,1,16,5
3,0,80,0,1,6
3,0,81,0,2,6
3,0,82,1,3,6
3,0,83,1,4,6
3,0,84,1,5,6
3,0,85,0,6,6
3,0,86,0,7,6
3,0,87,0,8,6
3,0,88,0,9,6
3,0,89,0,10,6
3,0,90,0,11,6
3,0,91,0,12,6
3,0,92,0,13,6
3,0,93,0,14,6
3,0,94,1,15,6
3,0,95,1,16,6
3,0,96,0,1,7
3,0,97,1,2,7
3,0,98,1,3,7
3,0,99,1,4,7
3,0,100,0,5,7
3,0,101,0,6,7
3,0,102,0,7,7
3,0,103,0,8,7
3,0,104,0,9,7
3,0,105,0,10,7
3,0,106,0,11,7
3,0,107,0,12,7
3,0,108,0,13,7
3,0,109,0,14,7
3,0,110,1,15,7
3,0,111,1,16,7
3,0,112,0,1,8
3,0,113,1,2,8
3,0,114,1,3,8
3,0,115,0,4,8
3,0,116,0,5,8
3,0,117,0,6,8
3,0,118,0,7,8
3,0,119,0,8,8
3,0,120,0,9,8
3,0,121,0,10,8
3,0,122,0,11,8
3,0,123,0,12,8
3,0,124,0,13,8
3,0,125,0,14,8
3,0,126,1,15,8
3,0,127,0,16,8
3,0,128,1,1,9
3,0,129,1,2,9
3,0,130,0,3,9
3,0,131,0,4,9
3,0,132,0,5,9
3,0,133,0,6,9
3,0,134,0,7,9
3,0,135,0,8,9
3,0,136,0,9,9
3,0,137,0,10,9
3,0,138,0,11,9
3,0,139,0,12,9
3,0,140,0,13,9
3,0,141,0,14,9
3,0,142,1,15,9
3,0,143,0,16,9
3,0,144,1,1,10
3,0,145,1,2,10
3,0,146,0,3,10
3,0,147,0,4,10
3,0,148,0,5,10
3,0,149,0,6,10
3,0,150,0,7,10
3,0,151,0,8,10
3,0,152,0,9,10
3,0,153,0,10,10
3,0,154,0,11,10
3,0,155,0,12,10
3,0,156,0,13,10
3,0,157,1,14,10
3,0,158,1,15,10
3,0,159,0,16,10
3,0,160,1,1,11
3,0,161,0,2,11
3,0,162,0,3,11
3,0,163,0,4,11
3,0,164,0,5,11
3,0,165,0,6,11
3,0,166,0,7,11
3,0,167,0,8,11
3,0,168,0,9,11
3,0,169,0,10,11
3,0,170,0,11,11
3,0,171,0,12,11
3,0,172,1,13,11
3,0,173,1,14,11
3,0,174,0,15,11
3,0,175,0,16,11
3,0,176,1,1,12
3,0,177,0,2,12
3,0,178,0,3,12
3,0,179,0,4,12
3,0,180,0,5,12
3,0,181,0,6,12
3,0,182,0,7,12
3,0,183,0,8,12
3,0,184,0,9,12
3,0,185,0,10,12
3,0,186,0,11,12
3,0,187,1,12,12
3,0,188,1,13,12
3,0,189,0,14,12
3,0,190,0,15,12
3,0,191,0,16,12
3,0,192,1,1,13
3,0,193,0,2,13
3,0,194,0,3,13
3,0,195,0,4,13
3,0,196,0,5,13
3,0,197,0,6,13
3,0,198,0,7,13
3,0,199,0,8,13
3,0,200,0,9,13
3,0,201,0,10,13
3,0,202,1,11,13
3,0,203,1,12,13
3,0,204,0,13,13
3,0,205,0,14,13
3,0,206,0,15,13
3,0,207,0,16,13
3,0,208,1,1,14
3,0,209,1,2,14
3,0,210,0,3,14
3,0,211,0,4,14
3,0,212,0,5,14
3,0,213,0,6,14
3,0,214,0,7,14
3,0,215,0,8,14
3,0,216,1,9,14
3,0,217,1,10,14
3,0,218,1,11,14
3,0,219,0,12,14
3,0,220,0,13,14
3,0,221,0,14,14
3,0,222,0,15,14
3,0,223,0,16,14
3,0,224,0,1,15
3,0,225,1,2,15
3,0,226,1,3,15
3,0,227,1,4,15
3,0,228,1,5,15
3,0,229,1,6,15
3,0,230,1,7,15
3,0,231,1,8,15
3,0,232,1,9,15
3,0,233,0,10,15
3,0,234,0,11,15
3,0,235,0,12,15
3,0,236,0,13,15
3,0,237,0,14,15
3,0,238,0,15,15
3,0,239,0,16,15
3,0,240,0,1,16
3,0,241,0,2,16
3,0,242,1,3,16
3,0,243,1,4,16
3,0,244,1,5,16
3,0,245,1,6,16
3,0,246,1,7,16
3,0,247,0,8,16
3,0,248,0,9,16
3,0,249,0,10,16
3,0,250,0,11,16
3,0,251,0,12,16
3,0,252,0,13,16
3,0,253,0,14,16
3,0,254,0,15,16
3,0,255,0,16,16
4,0,0,0,1,1
4,0,1,0,2,1
4,0,2,0,3,1
4,0,3,0,4,1
4,0,4,0,5,1
4,0,5,0,6,1
4,0,6,1,7,1
4,0,7,1,8,1
4,0,8,1,9,1
4,0,9,1,10,1
4,0,10,1,11,1
4,0,11,1,12,1
4,0,12,1,13,1
4,0,13,1,14,1
4,0,14,1,15,1
4,0,15,1,16,1
4,0,16,0,1,2
4,0,17,0,2,2
4,0,18,0,3,2
4,0,19,0,4,2
4,0,20,0,5,2
4,0,21,1,6,2
4,0,22,1,7,2
4,0,23,0,8,2
4,0,24,0,9,2
4,0,25,0,10,2
4,0,26,0,11,2
4,0,27,0,12,2
4,0,28,0,13,2
4,0,29,0,14,2
4,0,30,1,15,2
4,0,31,1,16,2
4,0,32,0,1,3
4,0,33,0,2,3
4,0,34,0,3,3
4,0,35,0,4,3
4,0,36,1,5,3
4,0,37,1,6,3
4,0,38,0,7,3
4,0,39,0,8,3
4,0,40,0,9,3
4,0,41,0,10,3
4,0,42,0,11,3
4,0,43,0,12,3
4,0,44,0,13,3
4,0,45,0,14,3
4,0,46,1,15,3
4,0,47,1,16,3
4,0,48,0,1,4
4,0,49,0,2,4
4,0,50,0,3,4
4,0,51,0,4,4
4,0,52,1,5,4
4,0,53,1,6,4
4,0,54,0,7,4
4,0,55,0,8,4
4,0,56,0,9,4
4,0,57,0,10,4
4,0,58,0,11,4
4,0,59,0,12,4
4,0,60,0,13,4
4,0,61,0,14,4
4,0,62,1,15,4
4,0,63,1,16,4
4,0,64,0,1,5
4,0,65,0,2,5
4,0,66,1,3,5
4,0,67,1,4,5
4,0,68,1,5,5
4,0,69,0,6,5
4,0,70,0,7,5
4,0,71,0,8,5
4,0,72,0,9,5
4,0,73,0,10,5
4,0,74,0,11,5
4,0,75,0,12,5
4,0,76,0,13,5
4,0,77,0,14,5
4,0,78,1,15,5
4,0,79,1,16,5
4,0,80,0,1,6
4,0,81,1,2,6
4,0,82,1,3,6
4,0,83,1,4,6
4,0,84,0,5,6
4,0,85,0,6,6
4,0,86,0,7,6
4,0,87,0,8,6
4,0,88,0,9,6
4,0,89,0,10,6
4,0,90,0,11,6
4,0,91,0,12,6
4,0,92,0,13,6
4,0,93,0,14,6
4,0,94,1,15,6
4,0,95,1,16,6
4,0,96,0,1,7
4,0,97,1,2,7
4,0,98,1,3,7
4,0,99,0,4,7
4,0,100,0,5,7
4,0,101,0,6,7
4,0,102,0,7,7
4,0,103,0,8,7
4,0,104,0,9,7
4,0,105,0,10,7
4,0,106,0,11,7
4,0,107,0,12,7
4,0,108,0,13,7
4,0,109,1,14,7
4,0,110,1,15,7
4,0,111,1,16,7
4,0,112,1,1,8
4,0,113,1,2,8
4,0,114,1,3,8
4,0,115,0,4,8
4,0,116,0,5,8
4,0,117,0,6,8
4,0,118,0,7,8
4,0,119,0,8,8
4,0,120,0,9,8
4,0,121,0,10,8
4,0,122,0,11,8
4,0,123,0,12,8
4,0,124,0,13,8
4,0,125,1,14,8
4,0,126,1,15,8
4,0,127,0,16,8
4,0,128,1,1,9
4,0,129,1,2,9
4,0,130,1,3,9
4,0,131,0,4,9
4,0,132,0,5,9
4,0,133,0,6,9
4,0,134,0,7,9
4,0,135,0,8,9
4,0,136,0,9,9
4,0,137,0,10,9
4,0,138,0,11,9
4,0,139,0,12,9
4,0,140,1,13,9
4,0,141,1,14,9
4,0,142,1,15,9
4,0,143,0,16,9
4,0,144,1,1,10
4,0,145,1,2,10
4,0,146,1,3,10
4,0,147,0,4,10
4,0,148,0,5,10
4,0,149,0,6,10
4,0,150,0,7,10
4,0,151,0,8,10
4,0,152,0,9,10
4,0,153,0,10,10
4,0,154,0,11,10
4,0,155,1,12,10
4,0,156,1,13,10
4,0,157,1,14,10
4,0,158,0,15,10
4,0,159,0,16,10
4,0,160,1,1,11
4,0,161,1,2,11
4,0,162,1,3,11
4,0,163,0,4,11
4,0,164,0,5,11
4,0,165,0,6,11
4,0,166,0,7,11
4,0,167,0,8,11
4,0,168,0,9,11
4,0,169,0,10,11
4,0,170,1,11,11
4,0,171,1,12,11
4,0,172,1,13,11
4,0,173,0,14,11
4,0,174,0,15,11
4,0,175,0,16,11
4,0,176,1,1,12
4,0,177,1,2,12
4,0,178,0,3,12
4,0,179,0,4,12
4,0,180,0,5,12
4,0,181,0,6,12
4,0,182,0,7,12
4,0,183,0,8,12
4,0,184,0,9,12
4,0,185,1,10,12
4,0,186,1,11,12
4,0,187,1,12,12
4,0,188,0,13,12
4,0,189,0,14,12
4,0,190,0,15,12
4,0,191,0,16,12
4,0,192,1,1,13
4,0,193,1,2,13
4,0,194,0,3,13
4,0,195,0,4,13
4,0,196,0,5,13
4,0,197,0,6,13
4,0,198,0,7,13
4,0,199,1,8,13
4,0,200,1,9,13
4,0,201,1,10,13
4,0,202,1,11,13
4,0,203,0,12,13
4,0,204,0,13,13
4,0,205,0,14,13
4,0,206,0,15,13
4,0,207,0,16,13
4,0,208,1,1,14
4,0,209,1,2,14
4,0,210,1,3,14
4,0,211,0,4,14
4,0,212,0,5,14
4,0,213,1,6,14
4,0,214,1,7,14
4,0,215,1,8,14
4,0,216,1,9,14
4,0,217,0,10,14
4,0,218,0,11,14
4,0,219,0,12,14
4,0,220,0,13,14
4,0,221,0,14,14
4,0,222,0,15,14
4,0,223,0,16,14
4,0,224,0,1,15
4,0,225,1,2,15
4,0,226,1,3,15
4,0,227,1,4,15
4,0,228,1,5,15
4,0,229,1,6,15
4,0,230,1,7,15
4,0,231,0,8,15
4,0,232,0,9,15
4,0,233,0,10,15
4,0,234,0,11,15
4,0,235,0,12,15
4,0,236,0,13,15
4,0,237,0,14,15
4,0,238,0,15,15
4,0,239,0,16,15
4,0,240,0,1,16
4,0,241,0,2,16
4,0,242,0,3,16
4,0,243,1,4,16
4,0,244,1,5,16
4,0,245,0,6,16
4,0,246,0,7,16
4,0,247,0,8,16
4,0,248,0,9,16
4,0,249,0,10,16
4,0,250,0,11,16
4,0,251,0,12,16
4,0,252,0,13,16
4,0,253,0,14,16
4,0,254,0,15,16
4,0,255,0,16,16
5,0,0,0,1,1
5,0,1,0,2,1
5,0,2,0,3,1
5,0,3,0,4,1
5,0,4,0,5,1
5,0,5,0,6,1
5,0,6,0,7,1
5,0,7,0,8,1
5,0,8,0,9,1
5,0,9,1,10,1
5,0,10,1,11,1
5,0,11,1,12,1
5,0,12,1,13,1
5,0,13,1,14,1
5,0,14,1,15,1
5,0,15,0,16,1
5,0,16,0,1,2
5,0,17,0,2,2
5,0,18,0,3,2
5,0,19,0,4,2
5,0,20,0,5,2
5,0,21,0,6,2
5,0,22,0,7,2
5,0,23,1,8,2
5,0,24,1,9,2
5,0,25,1,10,2
5,0,26,1,11,2
5,0,27,1,12,2
5,0,28,1,13,2
5,0,29,1,14,2
5,0,30,1,15,2
5,0,31,0,16,2
5,0,32,0,1,3
5,0,33,0,2,3
5,0,34,0,3,3
5,0,35,0,4,3
5,0,36,0,5,3
5,0,37,0,6,3
5,0,38,1,7,3
5,0,39,1,8,3
5,0,40,0,9,3
5,0,41,0,10,3
5,0,42,1,11,3
5,0,43,1,12,3
5,0,44,1,13,3
5,0,45,1,14,3
5,0,46,1,15,3
5,0,47,0,16,3
5,0,48,0,1,4
5,0,49,0,2,4
5,0,50,0,3,4
5,0,51,0,4,4
5,0,52,0,5,4
5,0,53,1,6,4
5,0,54,1,7,4
5,0,55,0,8,4
5,0,56,0,9,4
5,0,57,0,10,4
5,0,58,0,11,4
5,0,59,1,12,4
5,0,60,1,13,4
5,0,61,0,14,4
5,0,62,1,15,4
5,0,63,1,16,4
5,0,64,0,1,5
5,0,65,0,2,5
5,0,66,0,3,5
5,0,67,0,4,5
5,0,68,1,5,5
5,0,69,1,6,5
5,0,70,0,7,5
5,0,71,0,8,5
5,0,72,0,9,5
5,0,73,0,10,5
5,0,74,1,11,5
5,0,75,1,12,5
5,0,76,1,13,5
5,0,77,0,14,5
5,0,78,1,15,5
5,0,79,1,16,5
5,0,80,0,1,6
5,0,81,0,2,6
5,0,82,0,3,6
5,0,83,1,4,6
5,0,84,1,5,6
5,0,85,1,6,6
5,0,86,1,7,6
5,0,87,0,8,6
5,0,88,0,9,6
5,0,89,1,10,6
5,0,90,1,11,6
5,0,91,1,12,6
5,0,92,0,13,6
5,0,93,0,14,6
5,0,94,1,15,6
5,0,95,1,16,6
5,0,96,0,1,7
5,0,97,0,2,7
5,0,98,1,3,7
5,0,99,1,4,7
5,0,100,0,5,7
5,0,101,0,6,7
5,0,102,0,7,7
5,0,103,0,8,7
5,0,104,1,9,7
5,0,105,1,10,7
5,0,106,1,11,7
5,0,107,0,12,7
5,0,108,0,13,7
5,0,109,1,14,7
5,0,110,1,15,7
5,0,111,1,16,7
5,0,112,0,1,8
5,0,113,0,2,8
5,0,114,1,3,8
5,0,115,1,4,8
5,0,116,0,5,8
5,0,117,0,6,8
5,0,118,0,7,8
5,0,119,1,8,8
5,0,120,1,9,8
5,0,121,1,10,8
5,0,122,0,11,8
5,0,123,0,12,8
5,0,124,0,13,8
5,0,125,1,14,8
5,0,126,1,15,8
5,0,127,0,16,8
5,0,128,0,1,9
5,0,129,1,2,9
5,0,130,1,3,9
5,0,131,0,4,9
5,0,132,0,5,9
5,0,133,0,6,9
5,0,134,1,7,9
5,0,135,1,8,9
5,0,136,1,9,9
5,0,137,0,10,9
5,0,138,0,11,9
5,0,139,0,12,9
